Class Time;Attendance Status;Stress Level (GSR);Sleep Hours;Anxiety Level;Mood Score;Risk Level;pre1;pre2;pre3;pre4;pre5;pre6;pre7;pre8;pre9;pre10;pre11;pre12;pre13;pre14;pre15
17:00:00;Present;4.86;6.1;8;4;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Present;1.25;8.5;5;6;Low;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very good;Often;Sometimes;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
20:00:00;Present;3.54;6.9;5;3;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Poor;Often;Always;Often (3-4 times a week);Severe impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Average
22:00:00;Late;4.3;7;5;2;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Always;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Low stress;Below Average
18:00:00;Present;1.12;6.2;4;3;Medium;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Often;Always;Sometimes (1-2 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
20:00:00;Present;3.04;8.4;2;9;Low;Graduate student;Female;Often (5-6 times a week);7-8 hours;Every night;Very poor;Always;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
17:00:00;Present;4;8.7;4;8;High;Third year;Male;Every night;More than 8 hours;Every night;Very good;Often;Often;Always;Major impact;Rarely (1-2 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Average
17:00:00;Late;0.79;6.1;6;9;Low;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Often;Always;Sometimes (1-2 times a week);Major impact;Every night;Every day;Often (5-6 times a week);High stress;Below Average
19:00:00;Absent;2.72;5.1;3;1;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Poor;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
18:00:00;Present;4.5;5.6;3;3;High;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Poor;Never;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
17:00:00;Late;3.23;7.8;6;4;Low;Third year;Male;Every night;7-8 hours;Every night;Very poor;Often;Always;Often (3-4 times a week);Severe impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
19:00:00;Present;0.94;5.2;4;2;Medium;Graduate student;Male;Every night;7-8 hours;Every night;Very poor;Always;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Good
18:00:00;Absent;1.41;6;6;1;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Always;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Every day;High stress;Below Average
17:00:00;Present;1.62;5.9;10;2;Medium;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
15:00:00;Late;1.71;7.3;9;2;Medium;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Rarely (1-2 times a week);Every day;High stress;Below Average
18:00:00;Present;4.11;5.4;3;1;High;Third year;Male;Every night;More than 8 hours;Sometimes (3-4 times a week);Very poor;Often;Often;Rarely (1-2 times a month);Severe impact;Often (5-6 times a week);Every day;Every day;High stress;Poor
19:00:00;Absent;4.47;7.7;7;3;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Poor;Always;Always;Often (3-4 times a week);Severe impact;Every night;Every day;Sometimes (3-4 times a week);Extremely high stress;Poor
16:00:00;Absent;4.84;6.9;1;2;High;Graduate student;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Always;Always;Always;Minor impact;Sometimes (3-4 times a week);Every day;Every day;Low stress;Poor
19:00:00;Absent;3.93;7.8;4;9;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Good;Sometimes;Often;Always;Major impact;Sometimes (3-4 times a week);Sometimes (3-4 times a week);Often (5-6 times a week);Extremely high stress;Average
19:00:00;Absent;3.06;8.1;5;6;High;Third year;Male;Often (5-6 times a week);6-7 hours;Every night;Good;Sometimes;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Present;3.76;7.5;9;9;High;Third year;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Always;Often;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
19:00:00;Present;4.6;5.4;3;2;High;Graduate student;Male;Every night;More than 8 hours;Every night;Average;Always;Often;Always;Moderate impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Late;4.95;7.2;9;1;High;Third year;Female;Often (5-6 times a week);7-8 hours;Every night;Very poor;Often;Rarely;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);High stress;Below Average
18:00:00;Absent;1.32;8.2;10;8;High;Third year;Male;Every night;7-8 hours;Every night;Poor;Always;Always;Often (3-4 times a week);Moderate impact;Every night;Often (5-6 times a week);Sometimes (3-4 times a week);Extremely high stress;Poor
17:00:00;Present;1.5;8.9;7;6;Low;Third year;Male;Often (5-6 times a week);More than 8 hours;Every night;Very poor;Often;Always;Always;Major impact;Every night;Often (5-6 times a week);Every day;Low stress;Poor
19:00:00;Absent;3.85;8;8;9;High;Second year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
18:00:00;Absent;2.6;5.1;2;3;High;Graduate student;Male;Sometimes (3-4 times a week);7-8 hours;Every night;Good;Often;Always;Often (3-4 times a week);Minor impact;Every night;Every day;Every day;Extremely high stress;Poor
19:00:00;Absent;2.27;7.8;10;8;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Always;Always;Often (3-4 times a week);Moderate impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
18:00:00;Absent;1.52;7.7;1;8;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Good;Often;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Average
15:00:00;Present;1.41;7.7;2;1;Medium;Graduate student;Male;Every night;7-8 hours;Every night;Good;Often;Often;Sometimes (1-2 times a week);Major impact;Every night;Every day;Every day;High stress;Poor
18:00:00;Late;1.19;7;6;9;Low;Graduate student;Male;Every night;7-8 hours;Every night;Very good;Always;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Often (5-6 times a week);Extremely high stress;Average
19:00:00;Late;0.6;8.7;2;4;Low;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Sometimes;Always;Sometimes (1-2 times a week);Major impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
19:00:00;Absent;3.62;5.1;4;3;High;Graduate student;Male;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Sometimes (3-4 times a week);Extremely high stress;Poor
16:00:00;Present;0.51;7.4;8;5;Medium;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Poor;Often;Often;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Average
18:00:00;Present;2.4;5.3;10;6;Medium;Second year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Poor;Often;Always;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
18:00:00;Present;3.82;6.1;8;2;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Often;Sometimes;Always;Severe impact;Every night;Every day;Often (5-6 times a week);Extremely high stress;Poor
17:00:00;Late;1.94;8.9;9;9;Medium;Graduate student;Male;Sometimes (3-4 times a week);More than 8 hours;Often (5-6 times a week);Very poor;Often;Always;Often (3-4 times a week);Severe impact;Rarely (1-2 times a week);Often (5-6 times a week);Every day;Extremely high stress;Poor
21:00:00;Late;1.91;5.1;7;5;Low;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Good;Always;Always;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
20:00:00;Absent;1.38;7.2;6;5;High;Graduate student;Male;Every night;More than 8 hours;Sometimes (3-4 times a week);Very poor;Sometimes;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Poor
16:00:00;Absent;1.93;6.3;7;1;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Poor;Often;Often;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Every day;Extremely high stress;Below Average
19:00:00;Late;4.87;8.7;9;9;High;Graduate student;Male;Every night;More than 8 hours;Every night;Very poor;Always;Sometimes;Always;Major impact;Sometimes (3-4 times a week);Sometimes (3-4 times a week);Often (5-6 times a week);Extremely high stress;Poor
20:00:00;Late;4.31;8.4;1;5;High;Third year;Male;Often (5-6 times a week);More than 8 hours;Often (5-6 times a week);Good;Often;Always;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Average
19:00:00;Late;3.48;8;7;7;Low;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Very good;Often;Always;Sometimes (1-2 times a week);Major impact;Sometimes (3-4 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
21:00:00;Absent;4.74;6.8;8;9;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very good;Often;Sometimes;Always;Severe impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
20:00:00;Late;1.73;6;5;8;Low;Third year;Male;Every night;More than 8 hours;Every night;Very poor;Always;Often;Often (3-4 times a week);Moderate impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
17:00:00;Present;1.36;5;5;1;Medium;Third year;Male;Every night;6-7 hours;Often (5-6 times a week);Very poor;Often;Sometimes;Always;Major impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
15:00:00;Absent;0.85;7.7;10;5;High;Third year;Male;Every night;7-8 hours;Every night;Average;Always;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
18:00:00;Late;0.82;7.9;1;9;Low;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Very good;Always;Always;Often (3-4 times a week);Major impact;Often (5-6 times a week);Often (5-6 times a week);Rarely (1-2 times a week);Extremely high stress;Poor
19:00:00;Late;3.67;7.2;4;8;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Every night;Very poor;Always;Often;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Below Average
17:00:00;Late;2.47;7.5;5;1;Medium;Second year;Male;Every night;4-5 hours;Often (5-6 times a week);Very good;Always;Always;Always;Minor impact;Every night;Often (5-6 times a week);Every day;High stress;Below Average
20:00:00;Late;2.44;8.2;3;1;Medium;Third year;Male;Every night;7-8 hours;Every night;Good;Often;Always;Often (3-4 times a week);Severe impact;Often (5-6 times a week);Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
19:00:00;Absent;4.25;5.7;10;6;High;Third year;Male;Every night;7-8 hours;Often (5-6 times a week);Poor;Often;Often;Often (3-4 times a week);Moderate impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Below Average
16:00:00;Present;1.84;6.7;7;5;Low;Graduate student;Male;Sometimes (3-4 times a week);7-8 hours;Every night;Good;Often;Often;Often (3-4 times a week);Major impact;Often (5-6 times a week);Every day;Every day;High stress;Below Average
19:00:00;Present;0.65;7.3;2;5;Low;Third year;Male;Sometimes (3-4 times a week);7-8 hours;Every night;Poor;Often;Always;Sometimes (1-2 times a week);Moderate impact;Often (5-6 times a week);Rarely (1-2 times a week);Often (5-6 times a week);High stress;Poor
17:00:00;Present;2.17;6.3;10;5;Medium;Third year;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Often (3-4 times a week);Severe impact;Every night;Often (5-6 times a week);Every day;High stress;Poor
19:00:00;Absent;0.75;6.8;9;7;High;Third year;Male;Every night;More than 8 hours;Often (5-6 times a week);Good;Often;Often;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Often (5-6 times a week);Extremely high stress;Poor
16:00:00;Late;4.32;7.8;10;2;High;Graduate student;Male;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Always;Major impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
18:00:00;Late;2.07;6.9;1;8;Low;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Very good;Often;Always;Often (3-4 times a week);Major impact;Rarely (1-2 times a week);Rarely (1-2 times a week);Every day;Extremely high stress;Below Average
21:00:00;Late;2.29;5.7;9;10;Medium;Graduate student;Female;Often (5-6 times a week);7-8 hours;Often (5-6 times a week);Good;Always;Often;Sometimes (1-2 times a week);Severe impact;Every night;Often (5-6 times a week);Often (5-6 times a week);High stress;Poor
21:00:00;Late;4.01;5.7;3;3;High;Graduate student;Female;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Often;Often;Always;Severe impact;Often (5-6 times a week);Often (5-6 times a week);Every day;High stress;Below Average
19:00:00;Present;2.37;7.4;4;9;Low;Graduate student;Female;Often (5-6 times a week);More than 8 hours;Every night;Very good;Rarely;Always;Always;Severe impact;Every night;Often (5-6 times a week);Every day;Extremely high stress;Poor
17:00:00;Late;0.55;8.7;4;10;Low;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Very good;Always;Often;Often (3-4 times a week);Minor impact;Every night;Sometimes (3-4 times a week);Every day;Extremely high stress;Poor
18:00:00;Late;4.23;6.6;2;4;High;Second year;Male;Often (5-6 times a week);7-8 hours;Every night;Very good;Often;Always;Often (3-4 times a week);Moderate impact;Every night;Every day;Sometimes (3-4 times a week);High stress;Poor
20:00:00;Late;4.23;5.8;5;1;High;Graduate student;Male;Often (5-6 times a week);More than 8 hours;Every night;Very good;Always;Often;Often (3-4 times a week);Major impact;Every night;Often (5-6 times a week);Every day;High stress;Poor
15:00:00;Present;1.92;7;2;6;Low;Second year;Male;Every night;More than 8 hours;Often (5-6 times a week);Very poor;Sometimes;Always;Often (3-4 times a week);Major impact;Every night;Every day;Every day;High stress;Poor
20:00:00;Absent;2.09;7.1;3;4;High;Graduate student;Female;Every night;7-8 hours;Often (5-6 times a week);Very poor;Often;Often;Always;Major impact;Sometimes (3-4 times a week);Every day;Every day;Extremely high stress;Poor
